cycle_id,start_time,end_time,start_price,start_equity,end_equity,net_pnl,net_return,exit_reason,max_safety_depth,max_notional,fees,slippage_cost,funding_cost,gross_realized_pnl,ambiguous_bars
92,2024-07-29 16:00:00+00:00,2024-08-08 21:55:00+00:00,68101.33365,2290.141136510704,2290.3709474142397,0.22981090353550826,0.00010034792173807539,trailing_stop_same_bar,4,1411.2570000000003,1.3892384036963845,1.3892391557683732,0.0,1.619049307231697,1
93,2024-08-09 00:00:00+00:00,2024-08-13 17:20:00+00:00,61690.6299,2290.3709474142397,2296.0840936779455,5.713146263705767,0.0024944196354550474,trailing_stop,1,614.415,0.60787674203463,0.6078784742599237,0.0,6.321023005740135,0
94,2024-08-13 20:00:00+00:00,2024-08-14 12:25:00+00:00,60824.897249999995,2296.0840936779455,2298.6994229845704,2.6153293066249717,0.0011390389898289222,trailing_stop_same_bar,0,308.885,0.305584943375,0.3055857499999547,0.0,2.92091425000006,1
95,2024-08-14 16:00:00+00:00,2024-08-16 17:55:00+00:00,59426.59845,2298.6994229845704,2304.144171905967,5.444748921396695,0.0023686215200451333,trailing_stop_same_bar,1,593.5,0.5855384323231401,0.5855400862799798,0.0,6.03028735372005,1
96,2024-08-16 20:00:00+00:00,2024-08-20 00:30:00+00:00,59679.12465,2304.144171905967,2306.729994202342,2.585822296374772,0.0011222484807604793,trailing_stop_same_bar,0,303.319,0.299838453625,0.29983924999996814,0.0,2.885660750000061,1
97,2024-08-20 04:00:00+00:00,2024-08-21 20:05:00+00:00,60618.79425,2306.729994202342,2310.6017806703803,3.871786468038408,0.0016784740640516382,trailing_stop,0,308.96950000000004,0.305182455711875,0.30518357624998316,0.0,4.1769689237500645,0
98,2024-08-22 00:00:00+00:00,2024-08-23 14:10:00+00:00,61150.56,2310.6017806703803,2313.0824864441306,2.4807057737502873,0.001073618913697283,trailing_stop_same_bar,0,310.5,0.30714672625,0.3071474999999555,0.0,2.7878525000000445,1
99,2024-08-23 16:00:00+00:00,2024-08-23 17:45:00+00:00,61529.349299999994,2313.0824864441306,2316.1867783748808,3.1042919307501506,0.0013420584648160538,trailing_stop_same_bar,0,314.605,0.30935356925,0.30935449999997217,0.0,3.4136454999999843,1
100,2024-08-23 20:00:00+00:00,2024-08-23 21:20:00+00:00,63609.1887,2316.1867783748808,2317.3202338176307,1.1334554427498915,0.0004893627117348309,trailing_stop_same_bar,0,325.0,0.31877205725,0.3187724999999773,0.0,1.4522274999999718,1
101,2024-08-24 00:00:00+00:00,2024-08-25 23:25:00+00:00,64052.009999999995,2317.3202338176307,2319.6465650600057,2.3263312423750904,0.0010038885469629832,trailing_stop_same_bar,0,325.877,0.321584007625,0.32158474999996545,0.0,2.647915250000042,1
102,2024-08-26 00:00:00+00:00,2024-09-14 02:45:00+00:00,64222.195049999995,2319.6465650600057,2333.449824179414,13.803259119408267,0.005950587183117362,trailing_stop,3,1151.343,1.1375430907524198,1.1375471103395975,0.0,14.940802210160767,0
103,2024-09-14 04:00:00+00:00,2024-09-17 14:20:00+00:00,60320.645249999994,2333.449824179414,2340.4730324355646,7.02320825615061,0.0030097961324797584,trailing_stop_same_bar,1,602.5,0.5950962452493,0.5950982985999145,0.0,7.618304501400053,1
104,2024-09-17 16:00:00+00:00,2024-09-19 00:00:00+00:00,61141.555499999995,2340.4730324355646,2342.9803017159397,2.5072692803751124,0.0010712660413634278,trailing_stop_same_bar,0,310.5675,0.30711496962499996,0.3071157499999754,0.0,2.8143842500000393,1
105,2024-09-19 04:00:00+00:00,2024-09-19 12:05:00+00:00,62117.643299999996,2342.9803017159397,2345.6061865284396,2.625884812499862,0.0011207455780044562,trailing_stop_same_bar,0,316.0,0.3120571875,0.31205799999996087,0.0,2.937942000000039,1
